trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
868,False,"{'a': 0.001, 'e': 0.6463539144422825}",20,14,4.934290613465546,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
869,False,"{'a': 0.001, 'e': 0.6455905536363918}",25,0,-44.37584530769186,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
870,False,"{'a': 0.001, 'e': 0.6448265472400012}",30,10,-1.1638159600246378,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
871,False,"{'a': 0.001, 'e': 0.644061896017117}",20,7,-58.85991417477972,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 1}",1
872,False,"{'a': 0.001, 'e': 0.6432966007323906}",25,0,-113.41180266303778,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
873,False,"{'a': 0.001, 'e': 0.6425306621511171}",20,0,-106.02213565743187,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
874,False,"{'a': 0.001, 'e': 0.6417640810392349}",20,5,15.200449681565036,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
875,False,"{'a': 0.001, 'e': 0.6409968581633251}",25,0,-114.56969309226508,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
876,False,"{'a': 0.001, 'e': 0.6402289942906106}",30,0,-48.6385543869478,"{0: 21, 1: 3, 2: 6, 3: 0, 4: 0}",0
877,False,"{'a': 0.001, 'e': 0.6394604901889552}",20,0,-6.839228389820299,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
878,False,"{'a': 0.001, 'e': 0.6386913466268629}",25,5,-18.028575294920653,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
879,False,"{'a': 0.001, 'e': 0.6379215643734771}",30,19,-3.4042223073255338,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
880,False,"{'a': 0.001, 'e': 0.6371511441985802}",20,0,-38.71530552795243,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
881,False,"{'a': 0.001, 'e': 0.6363800868725922}",20,0,-39.5220124886823,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
882,False,"{'a': 0.001, 'e': 0.6356083931665703}",25,9,-45.555001454920294,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
883,False,"{'a': 0.001, 'e': 0.6348360638522081}",25,0,-11.73650854704743,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
884,False,"{'a': 0.001, 'e': 0.6340630997018352}",20,0,-63.9044984190483,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
885,False,"{'a': 0.001, 'e': 0.6332895014884152}",25,17,4.3094084173022225,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
886,False,"{'a': 0.001, 'e': 0.6325152699855466}",25,15,-3.2349570911304744,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
887,False,"{'a': 0.001, 'e': 0.6317404059674607}",20,9,-15.395093701572543,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
888,False,"{'a': 0.001, 'e': 0.6309649102090216}",20,0,-69.66702611202493,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
889,False,"{'a': 0.001, 'e': 0.6301887834857247}",30,16,-86.76032108739311,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 2}",1
890,False,"{'a': 0.001, 'e': 0.6294120265736969}",30,0,-67.99826957452751,"{0: 21, 1: 3, 2: 3, 3: 3, 4: 0}",1
891,False,"{'a': 0.001, 'e': 0.628634640249695}",20,11,3.8112745117510185,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.001, 'e': 0.6278566252911051}",25,4,10.371663458972424,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.001, 'e': 0.6270779824759424}",20,3,1.4245459685655155,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.001, 'e': 0.6262987125828494}",30,0,-98.15689432892474,"{0: 21, 1: 1, 2: 6, 3: 1, 4: 1}",0
895,False,"{'a': 0.001, 'e': 0.625518816391096}",25,0,-130.9117961514764,"{0: 15, 1: 2, 2: 4, 3: 3, 4: 1}",0
896,False,"{'a': 0.001, 'e': 0.6247382946805784}",20,0,-98.08392018476864,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
897,False,"{'a': 0.001, 'e': 0.6239571482318181}",20,0,-29.724110478610672,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",1
898,False,"{'a': 0.001, 'e': 0.6231753778259617}",30,4,-137.4806105358888,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 3}",1
899,False,"{'a': 0.001, 'e': 0.6223929842447792}",20,0,-69.80658085007366,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
900,False,"{'a': 0.001, 'e': 0.6216099682706644}",25,0,-138.67023432585418,"{0: 17, 1: 0, 2: 4, 3: 2, 4: 2}",0
901,False,"{'a': 0.001, 'e': 0.6208263306866332}",20,0,4.159348515930912,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
902,False,"{'a': 0.001, 'e': 0.620042072276323}",25,11,-24.793472728916747,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
903,False,"{'a': 0.001, 'e': 0.6192571938239922}",20,0,-39.40995825120367,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
904,False,"{'a': 0.001, 'e': 0.6184716961145192}",25,0,-28.754566961209214,"{0: 18, 1: 5, 2: 1, 3: 1, 4: 0}",0
905,False,"{'a': 0.001, 'e': 0.6176855799334016}",25,0,-59.915021684405396,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
906,False,"{'a': 0.001, 'e': 0.6168988460667556}",25,16,-34.68643128125749,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
907,False,"{'a': 0.001, 'e': 0.6161114953013148}",25,0,-56.03425511194406,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
908,False,"{'a': 0.001, 'e': 0.6153235284244302}",25,14,-62.82118837785351,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 2}",1
909,False,"{'a': 0.001, 'e': 0.6145349462240683}",30,0,-106.19485766638779,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
910,False,"{'a': 0.001, 'e': 0.6137457494888116}",25,5,-23.884072722663603,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",1
911,False,"{'a': 0.001, 'e': 0.6129559390078564}",20,13,-12.616241741473011,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
912,False,"{'a': 0.001, 'e': 0.6121655155710133}",25,2,-71.94545141861055,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 1}",1
913,False,"{'a': 0.001, 'e': 0.6113744799687056}",30,14,-47.21433199798229,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
914,False,"{'a': 0.001, 'e': 0.6105828329919689}",25,15,6.5358857259843965,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
915,False,"{'a': 0.001, 'e': 0.6097905754324501}",20,7,-17.667423293771034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
916,False,"{'a': 0.001, 'e': 0.6089977080824067}",25,12,-11.62722654955408,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
917,False,"{'a': 0.001, 'e': 0.608204231734706}",25,0,-115.58144966410889,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
918,False,"{'a': 0.001, 'e': 0.6074101471828242}",35,7,-27.603888421010545,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 0}",1
919,False,"{'a': 0.001, 'e': 0.6066154552208458}",25,0,-48.45621292635818,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
920,False,"{'a': 0.001, 'e': 0.6058201566434628}",20,0,-35.22917108177648,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
921,False,"{'a': 0.001, 'e': 0.6050242522459737}",30,16,17.65858315674669,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.001, 'e': 0.6042277428242826}",20,11,5.098293899554335,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
923,False,"{'a': 0.001, 'e': 0.6034306291748992}",25,0,-97.03479045641267,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
924,False,"{'a': 0.001, 'e': 0.6026329120949367}",25,0,-96.94341013941089,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
925,False,"{'a': 0.001, 'e': 0.6018345923821126}",20,10,-18.68876218007501,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
926,False,"{'a': 0.001, 'e': 0.6010356708347461}",20,13,-10.235824055039036,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
927,False,"{'a': 0.001, 'e': 0.6002361482517589}",25,4,-71.1524158758338,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
928,False,"{'a': 0.001, 'e': 0.5994360254326734}",30,6,31.15265038399179,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.001, 'e': 0.5986353031776124}",30,20,6.6390737055755995,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
930,False,"{'a': 0.001, 'e': 0.5978339822872982}",20,0,-59.78653788496844,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
931,False,"{'a': 0.001, 'e': 0.5970320635630515}",30,0,-81.09184637926185,"{0: 22, 1: 0, 2: 7, 3: 0, 4: 1}",0
932,False,"{'a': 0.001, 'e': 0.596229547806791}",25,0,-47.43297279189363,"{0: 20, 1: 2, 2: 0, 3: 3, 4: 0}",0
933,False,"{'a': 0.001, 'e': 0.5954264358210324}",30,8,-53.40960738737032,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
934,False,"{'a': 0.001, 'e': 0.5946227284088875}",25,0,-112.80915020590399,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 3}",0
935,False,"{'a': 0.001, 'e': 0.5938184263740639}",25,10,-32.295665953624635,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
936,False,"{'a': 0.001, 'e': 0.5930135305208633}",20,0,-5.326618661661316,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
937,False,"{'a': 0.001, 'e': 0.5922080416541816}",30,0,-83.46599678621875,"{0: 20, 1: 0, 2: 9, 3: 1, 4: 0}",0
938,False,"{'a': 0.001, 'e': 0.5914019605795077}",20,0,20.211052605231362,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
939,False,"{'a': 0.001, 'e': 0.5905952881029224}",35,12,-21.669110265423285,"{0: 19, 1: 1, 2: 1, 3: 2, 4: 0}",1
940,False,"{'a': 0.001, 'e': 0.5897880250310982}",30,15,-2.9077279647972074,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
941,False,"{'a': 0.001, 'e': 0.5889801721712982}",20,0,-55.64212321593619,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
942,False,"{'a': 0.001, 'e': 0.588171730331375}",20,4,-39.08149696623273,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 0}",1
943,False,"{'a': 0.001, 'e': 0.5873627003197706}",30,8,-114.59499404497166,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 2}",1
944,False,"{'a': 0.001, 'e': 0.5865530829455147}",20,0,-76.35941191636363,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
945,False,"{'a': 0.001, 'e': 0.5857428790182249}",30,0,-112.80437979608966,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
946,False,"{'a': 0.001, 'e': 0.5849320893481047}",20,12,-3.5302089239188224,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
947,False,"{'a': 0.001, 'e': 0.5841207147459441}",20,13,0.8766696178889881,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.001, 'e': 0.5833087560231173}",20,12,-52.292860306169274,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
949,False,"{'a': 0.001, 'e': 0.582496213991583}",20,0,-43.2781468824371,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
950,False,"{'a': 0.001, 'e': 0.5816830894638835}",25,0,-77.08038071670956,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
951,False,"{'a': 0.001, 'e': 0.5808693832531429}",20,8,-5.721022851348527,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.001, 'e': 0.5800550961730674}",20,5,-55.96895927188753,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
953,False,"{'a': 0.001, 'e': 0.579240229037944}",25,6,-28.450607766121518,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 0}",1
954,False,"{'a': 0.001, 'e': 0.57842478266264}",25,0,-67.66488724227143,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
955,False,"{'a': 0.001, 'e': 0.5776087578626015}",20,0,-61.215415591941934,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
956,False,"{'a': 0.001, 'e': 0.5767921554538531}",20,0,-58.75515234342791,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
957,False,"{'a': 0.001, 'e': 0.5759749762529975}",25,14,0.6897845813566932,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
958,False,"{'a': 0.001, 'e': 0.5751572210772136}",20,0,-48.75227405489971,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
959,False,"{'a': 0.001, 'e': 0.5743388907442566}",25,11,-38.19736041127565,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
960,False,"{'a': 0.001, 'e': 0.5735199860724567}",20,0,-42.70749978621027,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
961,False,"{'a': 0.001, 'e': 0.5727005078807185}",30,0,-55.28251994480634,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",0
962,False,"{'a': 0.001, 'e': 0.5718804569885201}",20,0,16.859477950829067,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
963,False,"{'a': 0.001, 'e': 0.5710598342159123}",25,15,-21.519374458003032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
964,False,"{'a': 0.001, 'e': 0.570238640383518}",20,11,-28.844467033598352,"{0: 4, 1: 3, 2: 2, 3: 0, 4: 0}",1
965,False,"{'a': 0.001, 'e': 0.5694168763125309}",25,0,-77.18033935322788,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
966,False,"{'a': 0.001, 'e': 0.5685945428247148}",30,0,-135.00548819910625,"{0: 20, 1: 5, 2: 2, 3: 0, 4: 3}",0
967,False,"{'a': 0.001, 'e': 0.5677716407424033}",20,15,8.017797902297302,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
968,False,"{'a': 0.001, 'e': 0.5669481708884984}",25,0,-136.22341863945366,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
969,False,"{'a': 0.001, 'e': 0.5661241340864698}",30,12,-35.34444656821224,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
970,False,"{'a': 0.001, 'e': 0.5652995311603544}",20,16,8.126927887599056,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.001, 'e': 0.5644743629347548}",25,9,-47.21447437818293,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
972,False,"{'a': 0.001, 'e': 0.5636486302348394}",20,2,-10.892786263264174,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 0}",1
973,False,"{'a': 0.001, 'e': 0.5628223338863407}",25,16,-6.316492269023546,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
974,False,"{'a': 0.001, 'e': 0.561995474715555}",20,0,-54.294924574742026,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",1
975,False,"{'a': 0.001, 'e': 0.5611680535493414}",20,0,-140.6041505504442,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
976,False,"{'a': 0.001, 'e': 0.5603400712151211}",20,8,19.176071968323484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.001, 'e': 0.5595115285408763}",25,0,-35.9372624783837,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
978,False,"{'a': 0.001, 'e': 0.5586824263551494}",25,15,18.04549547211957,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.001, 'e': 0.5578527654870429}",20,0,-138.78247226264133,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
980,False,"{'a': 0.001, 'e': 0.5570225467662173}",30,0,-37.785081019690736,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 0}",0
981,False,"{'a': 0.001, 'e': 0.5561917710228914}",20,2,-80.23552802156453,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
982,False,"{'a': 0.001, 'e': 0.5553604390878408}",25,3,-4.758847062261868,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 0}",1
983,False,"{'a': 0.001, 'e': 0.5545285517923974}",20,0,-19.70335054621107,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
984,False,"{'a': 0.001, 'e': 0.5536961099684484}",30,0,-106.58219945733931,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 2}",0
985,False,"{'a': 0.001, 'e': 0.5528631144484356}",25,0,-58.97794224578494,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
986,False,"{'a': 0.001, 'e': 0.5520295660653544}",20,3,-84.35763131468745,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
987,False,"{'a': 0.001, 'e': 0.5511954656527531}",25,0,-7.261223938999419,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
988,False,"{'a': 0.001, 'e': 0.5503608140447321}",25,0,-79.62772132956339,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
989,False,"{'a': 0.001, 'e': 0.549525612075943}",20,0,-18.726832186940136,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
990,False,"{'a': 0.001, 'e': 0.5486898605815875}",20,0,-123.26149865127762,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
991,False,"{'a': 0.001, 'e': 0.5478535603974173}",20,0,-86.49390878499955,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
992,False,"{'a': 0.001, 'e': 0.5470167123597323}",25,0,-25.489950761112993,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
993,False,"{'a': 0.001, 'e': 0.5461793173053804}",30,17,-45.2003381738882,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
994,False,"{'a': 0.001, 'e': 0.5453413760717568}",30,13,3.9871385799048857,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
995,False,"{'a': 0.001, 'e': 0.5445028894968026}",20,12,-4.460133250064646,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
996,False,"{'a': 0.001, 'e': 0.5436638584190042}",20,6,-20.88191203724585,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
997,False,"{'a': 0.001, 'e': 0.5428242836773928}",30,16,14.33712237582679,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
998,False,"{'a': 0.001, 'e': 0.5419841661115429}",20,6,11.332008278383892,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
999,False,"{'a': 0.001, 'e': 0.5411435065615721}",25,0,-99.364893444942,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1000,False,"{'a': 0.001, 'e': 0.5403023058681397}",20,0,-29.21031901276252,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",1
1001,False,"{'a': 0.001, 'e': 0.5394605648724464}",25,15,-13.699702694371531,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1002,False,"{'a': 0.001, 'e': 0.5386182844162335}",25,12,0.7362155967668383,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1003,False,"{'a': 0.001, 'e': 0.5377754653417808}",25,0,-39.795568403408495,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1004,False,"{'a': 0.001, 'e': 0.5369321084919078}",20,0,-54.85003911386944,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
1005,False,"{'a': 0.001, 'e': 0.5360882147099707}",25,0,-26.19793792683248,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1006,False,"{'a': 0.001, 'e': 0.5352437848398639}",20,8,-33.84293733315355,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1007,False,"{'a': 0.001, 'e': 0.5343988197260167}",30,19,-37.413727470339445,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
1008,False,"{'a': 0.001, 'e': 0.5335533202133944}",25,0,-61.785019824256004,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",1
1009,False,"{'a': 0.001, 'e': 0.5327072871474963}",20,6,-54.36060203417023,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
1010,False,"{'a': 0.001, 'e': 0.5318607213743555}",20,12,-5.659803947665599,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
1011,False,"{'a': 0.001, 'e': 0.5310136237405374}",25,7,16.558199584393595,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1012,False,"{'a': 0.001, 'e': 0.5301659950931401}",20,0,3.253694127728611,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1013,False,"{'a': 0.001, 'e': 0.5293178362797918}",30,2,8.70773710616581,"{0: 26, 1: 0, 2: 1, 3: 1, 4: 0}",1
1014,False,"{'a': 0.001, 'e': 0.5284691481486513}",35,0,-135.60369225206975,"{0: 27, 1: 1, 2: 2, 3: 3, 4: 2}",1
1015,False,"{'a': 0.001, 'e': 0.5276199315484067}",25,0,-60.45812525034068,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1016,False,"{'a': 0.001, 'e': 0.5267701873282746}",25,0,-97.08417504721587,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
1017,False,"{'a': 0.001, 'e': 0.525919916337999}",20,0,-31.129408594960015,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1018,False,"{'a': 0.001, 'e': 0.5250691194278508}",20,0,-71.18383405308344,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
1019,False,"{'a': 0.001, 'e': 0.524217797448627}",35,19,-42.28228802034883,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 1}",1
1020,False,"{'a': 0.001, 'e': 0.5233659512516495}",25,0,-16.58755527305186,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
1021,False,"{'a': 0.001, 'e': 0.5225135816887643}",20,5,-54.332414350262724,"{0: 9, 1: 2, 2: 2, 3: 2, 4: 0}",1
1022,False,"{'a': 0.001, 'e': 0.521660689612341}",25,0,-6.937302440019832,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
1023,False,"{'a': 0.001, 'e': 0.5208072758752714}",25,0,-2.399688314591262,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
1024,False,"{'a': 0.001, 'e': 0.5199533413309696}",20,0,-12.677650111032028,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1025,False,"{'a': 0.001, 'e': 0.5190988868333698}",25,0,-103.37456311681836,"{0: 18, 1: 0, 2: 4, 3: 2, 4: 1}",0
1026,False,"{'a': 0.001, 'e': 0.5182439132369261}",20,9,-22.395983465528893,"{0: 6, 1: 4, 2: 1, 3: 0, 4: 0}",1
1027,False,"{'a': 0.001, 'e': 0.5173884213966127}",20,7,15.179699658977906,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1028,False,"{'a': 0.001, 'e': 0.5165324121679207}",20,0,-14.842148686986423,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
1029,False,"{'a': 0.001, 'e': 0.5156758864068598}",20,0,-25.709462670301278,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
1030,False,"{'a': 0.001, 'e': 0.5148188449699553}",20,3,15.117192440123887,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1031,False,"{'a': 0.001, 'e': 0.513961288714249}",20,0,-30.50977655795976,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1032,False,"{'a': 0.001, 'e': 0.5131032184972965}",25,0,17.599292420974777,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1033,False,"{'a': 0.001, 'e': 0.5122446351771685}",25,6,-30.902739491483807,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
1034,False,"{'a': 0.001, 'e': 0.5113855396124478}",30,0,-14.062667161080302,"{0: 24, 1: 3, 2: 3, 3: 0, 4: 0}",0
1035,False,"{'a': 0.001, 'e': 0.5105259326622302}",30,0,9.21213811524696,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
1036,False,"{'a': 0.001, 'e': 0.5096658151861225}",20,0,-96.40157974854233,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1037,False,"{'a': 0.001, 'e': 0.5088051880442421}",25,18,1.123182609473962,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1038,False,"{'a': 0.001, 'e': 0.507944052097216}",25,0,-33.641376832829614,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
1039,False,"{'a': 0.001, 'e': 0.5070824082061802}",25,14,12.806554193941363,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.001, 'e': 0.5062202572327784}",20,0,-84.79777401163695,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
1041,False,"{'a': 0.001, 'e': 0.5053576000391616}",20,12,-26.91813521515294,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
1042,False,"{'a': 0.001, 'e': 0.5044944374879867}",25,0,-155.28759715444497,"{0: 17, 1: 1, 2: 2, 3: 2, 4: 3}",1
1043,False,"{'a': 0.001, 'e': 0.5036307704424167}",25,18,-19.01742899301644,"{0: 5, 1: 0, 2: 1, 3: 1, 4: 0}",1
1044,False,"{'a': 0.001, 'e': 0.5027665997661179}",20,16,7.034546674660414,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.001, 'e': 0.5019019263232615}",25,16,-18.283006485059516,"{0: 6, 1: 2, 2: 0, 3: 1, 4: 0}",1
1046,False,"{'a': 0.001, 'e': 0.5010367509785203}",25,6,-124.36111592871805,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 3}",1
1047,False,"{'a': 0.001, 'e': 0.5001710745970701}",35,17,12.145735570713228,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.001, 'e': 0.49930489804458683}",30,16,13.94311683781587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1049,False,"{'a': 0.001, 'e': 0.4984382221872473}",25,0,-141.7775133074364,"{0: 13, 1: 2, 2: 7, 3: 2, 4: 1}",0
1050,False,"{'a': 0.001, 'e': 0.49757104789172696}",20,0,-57.53685913556438,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
