trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1051,False,"{'a': 0.001, 'e': 0.49670337602520037}",30,16,-13.131348682445832,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1052,False,"{'a': 0.001, 'e': 0.49583520745533893}",25,9,-46.935763669762245,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
1053,False,"{'a': 0.001, 'e': 0.4949665430503115}",20,2,-43.930489859092724,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
1054,False,"{'a': 0.001, 'e': 0.4940973836787822}",20,6,-16.553172118313114,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1055,False,"{'a': 0.001, 'e': 0.4932277302099105}",20,16,9.60572645759676,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1056,False,"{'a': 0.001, 'e': 0.4923575835133495}",20,5,0.7826514606792869,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1057,False,"{'a': 0.001, 'e': 0.49148694445924623}",20,0,7.944045729809433,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
1058,False,"{'a': 0.001, 'e': 0.4906158139182393}",25,13,-13.403355506364319,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
1059,False,"{'a': 0.001, 'e': 0.4897441927614595}",30,17,-7.08418133004432,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1060,False,"{'a': 0.001, 'e': 0.4888720818605275}",25,8,-32.05650009874509,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
1061,False,"{'a': 0.001, 'e': 0.4879994820875546}",20,0,-102.61288465272128,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
1062,False,"{'a': 0.001, 'e': 0.48712639431514015}",30,0,-107.27332894982015,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 2}",0
1063,False,"{'a': 0.001, 'e': 0.4862528194163721}",30,0,-29.444821783627972,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
1064,False,"{'a': 0.001, 'e': 0.485378758264825}",20,16,6.146593318682655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1065,False,"{'a': 0.001, 'e': 0.48450421173456026}",20,0,-9.26121544490599,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1066,False,"{'a': 0.001, 'e': 0.483629180700124}",20,4,5.404867018457619,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1067,False,"{'a': 0.001, 'e': 0.4827536660365475}",20,6,-35.99213336154891,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
1068,False,"{'a': 0.001, 'e': 0.481877668619345}",20,6,9.173860467505811,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1069,False,"{'a': 0.001, 'e': 0.48100118932451424}",25,0,-72.64884708518275,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
1070,False,"{'a': 0.001, 'e': 0.4801242290285341}",25,0,-54.99961154791955,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
1071,False,"{'a': 0.001, 'e': 0.47924678860836506}",30,17,-29.880487649333958,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
1072,False,"{'a': 0.001, 'e': 0.47836886894144715}",20,0,-3.083991947194602,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1073,False,"{'a': 0.001, 'e': 0.4774904709057004}",20,11,12.310042999478105,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.001, 'e': 0.47661159537952236}",30,14,-52.78669485683797,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
1075,False,"{'a': 0.001, 'e': 0.4757322432417888}",30,16,-18.777152120871488,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1076,False,"{'a': 0.001, 'e': 0.47485241537185147}",25,0,-59.22523817897316,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1077,False,"{'a': 0.001, 'e': 0.4739721126495385}",20,0,-24.194654818364047,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1078,False,"{'a': 0.001, 'e': 0.47309133595515224}",20,0,-12.463912259630902,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1079,False,"{'a': 0.001, 'e': 0.4722100861694696}",20,0,-111.80356406321896,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
1080,False,"{'a': 0.001, 'e': 0.47132836417373997}",25,3,-62.099168418029485,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 1}",1
1081,False,"{'a': 0.001, 'e': 0.47044617084968565}",25,0,-2.178999633331292,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
1082,False,"{'a': 0.001, 'e': 0.46956350707949945}",25,16,17.421414581044147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.001, 'e': 0.4686803737458455}",25,0,-30.04365271136217,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
1084,False,"{'a': 0.001, 'e': 0.4677967717318567}",20,3,2.1003204551958916,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1085,False,"{'a': 0.001, 'e': 0.4669127019211353}",20,14,1.5203413050282992,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1086,False,"{'a': 0.001, 'e': 0.46602816519775075}",25,9,-8.39256422268985,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1087,False,"{'a': 0.001, 'e': 0.46514316244624}",25,0,-42.88695110260197,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
1088,False,"{'a': 0.001, 'e': 0.46425769455160537}",30,0,-23.25124779570288,"{0: 26, 1: 0, 2: 2, 3: 2, 4: 0}",0
1089,False,"{'a': 0.001, 'e': 0.4633717623993151}",30,16,-12.05181961386776,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
1090,False,"{'a': 0.001, 'e': 0.4624853668753008}",25,6,-35.17739730983985,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
1091,False,"{'a': 0.001, 'e': 0.4615985088659584}",35,23,6.148083073265829,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1092,False,"{'a': 0.001, 'e': 0.46071118925814536}",20,0,-49.746510088321564,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
1093,False,"{'a': 0.001, 'e': 0.4598234089391817}",20,10,-38.28037904976508,"{0: 6, 1: 0, 2: 3, 3: 1, 4: 0}",1
1094,False,"{'a': 0.001, 'e': 0.4589351687968472}",20,0,-23.111040388828894,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1095,False,"{'a': 0.001, 'e': 0.45804646971938234}",25,15,18.95894859214412,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.001, 'e': 0.45715731259548575}",30,0,-69.97329328871925,"{0: 23, 1: 0, 2: 6, 3: 0, 4: 1}",0
1097,False,"{'a': 0.001, 'e': 0.45626769831431485}",30,14,-17.215881807845573,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
1098,False,"{'a': 0.001, 'e': 0.45537762776548346}",25,15,-57.23254059865165,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 1}",1
1099,False,"{'a': 0.001, 'e': 0.4544871018390625}",30,10,-16.06587666340427,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
1100,False,"{'a': 0.001, 'e': 0.4535961214255773}",25,0,-38.0331457108506,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
1101,False,"{'a': 0.001, 'e': 0.4527046874160087}",20,1,-22.427626237697677,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
1102,False,"{'a': 0.001, 'e': 0.4518128007017902}",20,0,-44.81592385681585,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
1103,False,"{'a': 0.001, 'e': 0.4509204621748089}",35,16,-5.281041305709529,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
1104,False,"{'a': 0.001, 'e': 0.45002767272740274}",20,0,-97.13087454386888,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
1105,False,"{'a': 0.001, 'e': 0.4491344332523616}",30,5,15.309882456525205,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
1106,False,"{'a': 0.001, 'e': 0.4482407446429244}",20,0,-29.396860746950306,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1107,False,"{'a': 0.001, 'e': 0.4473466077927801}",35,5,17.32519834324857,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",1
1108,False,"{'a': 0.001, 'e': 0.4464520235960651}",30,17,-17.10778525528123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1109,False,"{'a': 0.001, 'e': 0.44555699294736395}",20,1,-83.14225802496875,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 2}",1
1110,False,"{'a': 0.001, 'e': 0.4446615167417068}",20,7,2.7130523445175463,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1111,False,"{'a': 0.001, 'e': 0.4437655958745701}",25,18,13.21501541884483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.001, 'e': 0.4428692312418743}",20,8,-42.37161279858583,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
1113,False,"{'a': 0.001, 'e': 0.44197242373998435}",20,8,-48.768130189516505,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
1114,False,"{'a': 0.001, 'e': 0.44107517426570736}",30,16,-26.05960766160662,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
1115,False,"{'a': 0.001, 'e': 0.440177483716293}",25,14,-37.470603101546615,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
1116,False,"{'a': 0.001, 'e': 0.43927935298943144}",25,0,12.004271441804505,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
1117,False,"{'a': 0.001, 'e': 0.4383807829832537}",20,0,-29.936275317041705,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
1118,False,"{'a': 0.001, 'e': 0.4374817745963293}",25,20,8.859050682415319,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.001, 'e': 0.43658232872766695}",20,1,-21.842451191127825,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
1120,False,"{'a': 0.001, 'e': 0.4356824462767121}",30,23,10.986426136911343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.001, 'e': 0.43478212814334743}",25,7,1.2265473583745352,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 0}",1
1122,False,"{'a': 0.001, 'e': 0.43388137522789066}",20,2,-34.00926192668434,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 0}",1
1123,False,"{'a': 0.001, 'e': 0.432980188431095}",20,16,10.490267295425387,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.001, 'e': 0.4320785686541468}",20,7,-17.994449017356096,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
1125,False,"{'a': 0.001, 'e': 0.4311765167986662}",20,0,19.4807551667191,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1126,False,"{'a': 0.001, 'e': 0.4302740337667045}",25,0,-46.60653792377172,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
1127,False,"{'a': 0.001, 'e': 0.42937112046074505}",30,0,-56.04506165453462,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
1128,False,"{'a': 0.001, 'e': 0.42846777778370077}",20,0,17.361460427615306,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1129,False,"{'a': 0.001, 'e': 0.4275640066389146}",20,0,-57.1665776713356,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1130,False,"{'a': 0.001, 'e': 0.42665980793015723}",20,11,-37.55122829004834,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1131,False,"{'a': 0.001, 'e': 0.42575518256162764}",25,0,3.173344338727349,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1132,False,"{'a': 0.001, 'e': 0.4248501314379508}",20,0,-11.22390228425472,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1133,False,"{'a': 0.001, 'e': 0.42394465546417814}",25,2,-7.248472531941803,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 0}",1
1134,False,"{'a': 0.001, 'e': 0.42303875554578513}",20,13,0.6499363251800572,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1135,False,"{'a': 0.001, 'e': 0.42213243258867206}",20,12,0.5618622393013017,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.001, 'e': 0.42122568749916134}",20,0,-51.78221195314445,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
1137,False,"{'a': 0.001, 'e': 0.42031852118399843}",25,0,-28.950136552918572,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
1138,False,"{'a': 0.001, 'e': 0.41941093455034917}",25,0,-116.391701465015,"{0: 18, 1: 0, 2: 4, 3: 1, 4: 2}",0
1139,False,"{'a': 0.001, 'e': 0.41850292850580045}",25,11,13.230992111950629,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1140,False,"{'a': 0.001, 'e': 0.41759450395835795}",20,4,-21.189709138412148,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 0}",1
1141,False,"{'a': 0.001, 'e': 0.4166856618164465}",30,16,-19.85487588594105,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1142,False,"{'a': 0.001, 'e': 0.4157764029889078}",20,16,8.21561319588467,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.001, 'e': 0.4148667283850009}",20,0,-10.891076245472963,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1144,False,"{'a': 0.001, 'e': 0.4139566389144}",20,0,4.983896363076489,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1145,False,"{'a': 0.001, 'e': 0.4130461354871949}",20,0,19.6011629110281,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1146,False,"{'a': 0.001, 'e': 0.4121352190138885}",20,14,12.339903781277556,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.001, 'e': 0.41122389040539764}",30,0,-23.220559187984634,"{0: 24, 1: 0, 2: 6, 3: 0, 4: 0}",0
1148,False,"{'a': 0.001, 'e': 0.4103121505730504}",20,0,-94.19045051992943,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
1149,False,"{'a': 0.001, 'e': 0.40940000042858704}",30,3,-108.64876531956624,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 2}",1
1150,False,"{'a': 0.001, 'e': 0.40848744088415717}",20,0,-7.194444470353219,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
1151,False,"{'a': 0.001, 'e': 0.4075744728523206}",30,16,-38.35963239031713,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1152,False,"{'a': 0.001, 'e': 0.40666109724604504}",20,0,24.0032600881357,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1153,False,"{'a': 0.001, 'e': 0.40574731497870625}",30,0,-82.07467654228331,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
1154,False,"{'a': 0.001, 'e': 0.4048331269640863}",25,10,-10.258735420897377,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
1155,False,"{'a': 0.001, 'e': 0.40391853411637296}",25,0,18.275658785233208,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1156,False,"{'a': 0.001, 'e': 0.4030035373501593}",25,14,-2.677554588008267,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1157,False,"{'a': 0.001, 'e': 0.40208813758044176}",30,14,-20.177779040184156,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
1158,False,"{'a': 0.001, 'e': 0.4011723357226203}",30,13,-47.06452909450513,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
1159,False,"{'a': 0.001, 'e': 0.4002561326924963}",20,15,9.684597906890698,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.001, 'e': 0.3993395294062732}",20,0,22.0415950580423,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1161,False,"{'a': 0.001, 'e': 0.3984225267805538}",25,16,18.22234291702341,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.001, 'e': 0.39750512573234104}",25,18,10.89268693647043,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.001, 'e': 0.3965873271790354}",30,0,-26.029296547080456,"{0: 22, 1: 4, 2: 4, 3: 0, 4: 0}",1
1164,False,"{'a': 0.001, 'e': 0.39566913203843584}",20,6,-56.47936521600224,"{0: 8, 1: 0, 2: 5, 3: 1, 4: 0}",1
1165,False,"{'a': 0.001, 'e': 0.39475054122873704}",20,12,15.273242723225508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.001, 'e': 0.3938315556685301}",25,10,-72.35765313576603,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
1167,False,"{'a': 0.001, 'e': 0.39291217627680014}",20,0,-17.961694557199234,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
1168,False,"{'a': 0.001, 'e': 0.39199240397292684}",30,23,-14.052194316431919,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1169,False,"{'a': 0.001, 'e': 0.391072239676682}",30,17,1.2501450286920688,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
1170,False,"{'a': 0.001, 'e': 0.3901516843082303}",20,0,3.420133561341324,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1171,False,"{'a': 0.001, 'e': 0.3892307387881266}",25,15,5.212939268830755,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1172,False,"{'a': 0.001, 'e': 0.38830940403731673}",20,2,18.549495600317744,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.001, 'e': 0.38738768097713494}",30,18,10.92782219785066,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1174,False,"{'a': 0.001, 'e': 0.38646557052930475}",20,11,-5.64783508598726,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1175,False,"{'a': 0.001, 'e': 0.385543073615936}",20,9,8.737033054435575,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1176,False,"{'a': 0.001, 'e': 0.38462019115952595}",25,5,-4.755916944873717,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
1177,False,"{'a': 0.001, 'e': 0.3836969240829566}",35,25,-5.443481496816503,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1178,False,"{'a': 0.001, 'e': 0.38277327330949534}",35,0,-11.33848087536585,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 1}",0
1179,False,"{'a': 0.001, 'e': 0.38184923976279245}",20,8,13.86988796629148,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1180,False,"{'a': 0.001, 'e': 0.38092482436688185}",25,3,12.048921580691177,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1181,False,"{'a': 0.001, 'e': 0.3800000280461784}",25,16,7.196610052312289,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1182,False,"{'a': 0.001, 'e': 0.3790748517254788}",20,0,-29.013373288248353,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
1183,False,"{'a': 0.001, 'e': 0.3781492963299588}",20,7,15.083447676936219,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1184,False,"{'a': 0.001, 'e': 0.37722336278517427}",20,3,-27.360586590432426,"{0: 14, 1: 0, 2: 1, 3: 2, 4: 0}",1
1185,False,"{'a': 0.001, 'e': 0.37629705201705815}",30,5,2.441963279012786,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
1186,False,"{'a': 0.001, 'e': 0.37537036495192155}",20,12,6.7319152267954525,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1187,False,"{'a': 0.001, 'e': 0.3744433025164511}",20,14,0.885019947113207,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1188,False,"{'a': 0.001, 'e': 0.37351586563770955}",20,10,-6.503801807359956,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
1189,False,"{'a': 0.001, 'e': 0.37258805524313326}",25,0,29.39917649105946,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1190,False,"{'a': 0.001, 'e': 0.371659872260533}",30,7,25.61019788099676,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1191,False,"{'a': 0.001, 'e': 0.37073131761809125}",30,0,-77.57221735389606,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
1192,False,"{'a': 0.001, 'e': 0.36980239224436295}",25,0,9.755642030134538,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1193,False,"{'a': 0.001, 'e': 0.36887309706827304}",20,9,20.49273666419487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1194,False,"{'a': 0.001, 'e': 0.367943433019117}",20,2,14.35163353554698,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1195,False,"{'a': 0.001, 'e': 0.3670134010265584}",30,15,-14.356213212622515,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1196,False,"{'a': 0.001, 'e': 0.36608300202062954}",30,7,-26.662500303457744,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
1197,False,"{'a': 0.001, 'e': 0.365152236931729}",20,0,-3.8082061906387716,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
1198,False,"{'a': 0.001, 'e': 0.36422110669062213}",25,5,-8.314563086840508,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1199,False,"{'a': 0.001, 'e': 0.36328961222843875}",35,4,33.189340283892584,"{0: 29, 1: 0, 2: 2, 3: 0, 4: 0}",1
1200,False,"{'a': 0.001, 'e': 0.3623577544766736}",30,10,-121.98157192257717,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",1
1201,False,"{'a': 0.001, 'e': 0.361425534367184}",20,11,5.858822178252422,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
1202,False,"{'a': 0.001, 'e': 0.3604929528321903}",20,0,-33.58773577397601,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
1203,False,"{'a': 0.001, 'e': 0.35956001080427363}",20,14,11.111269673151265,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1204,False,"{'a': 0.001, 'e': 0.35862670921637635}",30,12,-12.02761253507509,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
1205,False,"{'a': 0.001, 'e': 0.3576930490017995}",25,2,29.385440357261043,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1206,False,"{'a': 0.001, 'e': 0.35675903109420365}",30,24,12.798007321511342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1207,False,"{'a': 0.001, 'e': 0.35582465642760625}",25,13,13.812563799852697,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.001, 'e': 0.3548899259363823}",20,12,7.736843610838314,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.001, 'e': 0.3539548405552618}",30,12,8.95418767718623,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1210,False,"{'a': 0.001, 'e': 0.3530194012193304}",30,7,-43.67594463895229,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 1}",1
1211,False,"{'a': 0.001, 'e': 0.35208360886402695}",25,0,15.969792115249819,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
1212,False,"{'a': 0.001, 'e': 0.3511474644251443}",30,15,26.976202722482917,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1213,False,"{'a': 0.001, 'e': 0.3502109688388262}",20,4,19.998093641574638,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1214,False,"{'a': 0.001, 'e': 0.34927412304156863}",20,2,29.503280191797668,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1215,False,"{'a': 0.001, 'e': 0.348336927970217}",20,0,-10.200069978002157,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1216,False,"{'a': 0.001, 'e': 0.34739938456196656}",25,2,0.5891350416326491,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
1217,False,"{'a': 0.001, 'e': 0.3464614937543603}",25,8,26.350982506355717,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.001, 'e': 0.3455232564852894}",20,16,7.514069385086649,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1219,False,"{'a': 0.001, 'e': 0.3445846736929906}",20,13,-9.60133756346089,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
1220,False,"{'a': 0.001, 'e': 0.34364574631604705}",20,13,7.740531929851125,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.001, 'e': 0.3427064752933856}",20,0,1.6479345234112568,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
1222,False,"{'a': 0.001, 'e': 0.3417668615642776}",20,0,-3.848563269136914,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
1223,False,"{'a': 0.001, 'e': 0.3408269060683363}",20,2,2.6854268336091045,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1224,False,"{'a': 0.001, 'e': 0.3398866097455176}",35,14,11.094670405068754,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
1225,False,"{'a': 0.001, 'e': 0.3389459735361172}",30,21,14.84928785224144,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.001, 'e': 0.33800499838077175}",25,8,29.664003589213777,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.001, 'e': 0.3370636852204559}",30,18,11.558912123726575,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.001, 'e': 0.3361220349964831}",20,2,-33.480392214614014,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1229,False,"{'a': 0.001, 'e': 0.3351800486505031}",25,0,12.354213742892009,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
1230,False,"{'a': 0.001, 'e': 0.3342377271245026}",20,12,14.68728214121094,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1231,False,"{'a': 0.001, 'e': 0.3332950713608026}",25,12,7.159179225189385,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.001, 'e': 0.33235208230205926}",20,11,18.56513830010743,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
